0,1,2,3,4,5,6,7,8
3.1539740276496437,-1.0766294488838344,2.1340419173942,0.4535964810145171,0.1112130950881396,-2.8696160204545653,1.1090157441614228,2.009983901583953,-0.5558962661095362
3.1539740276496437,-1.0766294488838344,1.8862341599121721,0.4535964810145171,0.0721210551689576,-2.856732325546195,0.9767534552967926,1.693532983112907,-0.5558962661095362
3.1539740276496437,-1.0766294488838344,1.778332628844759,0.4414475313177524,0.01685299898947323,-2.8438486306378246,0.8444911660353751,1.377082063816337,-0.5558962661095362
4.372855542229644,-1.0766294488838344,1.714323246380126,0.4414475313177524,-0.008759027143556265,-2.8309649357294684,0.7122288771707448,1.0606311453452908,-0.5558962661095362
4.372855542229644,-1.0766294488838344,1.7874768255559195,0.4414475313177524,-0.022239040727508187,-2.818081240821098,0.5799665883061146,0.7441802268742446,-0.5558962661095362
4.372855542229644,-1.0766294488838344,1.7033502092294315,0.4348208314831532,-0.03571905451366069,-2.805197545912727,0.44770429904469705,0.4277293075776748,-0.5558962661095362
5.591737056809644,-1.0766294488838344,1.6320254677499162,0.4278259820258933,-0.04313306212637461,-2.792313851004357,0.31544201018006673,0.11127838910662856,-0.5558962661095362
5.591737056809644,-1.1032973055406763,1.5753314415569077,0.42046298184152187,-0.05796107714960187,-2.78372471677086,0.38157315481077553,0.11127838910662856,-0.5558962661095362
4.372855542229644,-1.1566330268547156,1.5856186638856824,0.4315074815658536,-0.07144109093575438,-2.7751355954211268,0.44770429904469705,0.11127838910662856,-0.5558962661095362
4.372855542229644,-1.1032973055406763,1.7207241838036134,0.4315074815658536,-0.05796107714960187,-2.7665464611876303,0.5138354436754058,0.11127838910662856,-0.5558962661095362
8.029500085969644,-1.0472948009610599,1.6585436390352566,0.4315074815658536,-0.05796107714960187,-2.757957326954148,0.5799665883061146,0.11127838910662856,-0.5558962661095362
6.810618571389645,-0.935289791801827,1.804850802873359,0.4315074815658536,-0.07144109093575438,-2.7493682056043713,0.6460977325400361,0.11127838910662856,-0.5558962661095362
5.591737056809644,-0.8819540784881461,2.244686707749286,0.4414475313177524,-0.07144109093575438,-2.740779071370889,0.7122288771707448,0.11127838910662856,-0.5558962661095362
4.372855542229644,-0.7806162103915767,3.5413339319708013,0.4495468307474452,-0.08273060235780932,-2.725748089683229,0.7122288771707448,0.11127838910662856,-0.5558962661095362
0.7162109984896435,-0.6472769111066587,4.410032704571961,0.48672998018751157,-0.11659913682617438,-2.7107171208792886,0.7122288771707448,0.11127838910662856,-0.5558962661095362
