0,1,2,3,4,5,6,7,8
-0.5026705160903567,1.9715068718067006,-0.49857257992439863,-0.34160749913735766,0.8770126743830575,-0.4904270230814401,-1.2717054577826454,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.9715068718067006,-0.5168609760899754,-0.345288998677318,0.8923798900224352,-0.49472159664003373,-1.2717054577826454,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.9715068718067006,-0.5260051728011359,-0.3526519988616894,0.9072079044390619,-0.4990161573149222,-1.2717054577826454,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.9715068718067006,-0.546122406662989,-0.36480094855845413,0.9409079394099436,-0.4990161573149222,-1.2055743131519367,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.9448390151498613,-0.5644108028285676,-0.3714276483930533,0.9530399517568203,-0.4990161573149222,-1.1394431689180153,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.891503293835822,-0.5808703585546084,-0.378790648577424,0.9530399517568203,-0.4990161573149222,-1.0733120242873064,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.891503293835822,-0.5808703585546084,-0.39434498532104095,0.9530399517568203,-0.4990161573149222,-1.0071808796565977,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.891503293835822,-0.5808703585546084,-0.3968299977590156,0.9665199661495734,-0.4990161573149222,-0.9410497354226762,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.8648354371789801,-0.5808703585546084,-0.40787449748334736,1.0197660196646443,-0.4990161573149222,-0.8749185907919674,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.8114997158649406,-0.5808703585546084,-0.4159737969130402,1.0689680690640895,-0.49686887053561807,-0.9410497354226762,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.8114997158649406,-0.5808703585546084,-0.4200234471801121,1.1087341102084096,-0.49472159664003373,-1.0071808796565977,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.8114997158649406,-0.5808703585546084,-0.42665014701471127,1.1491741513646665,-0.4925743098607296,-1.0733120242873064,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.8114997158649406,-0.5808703585546084,-0.4340131471990819,1.2307282336891172,-0.4904270230814401,-1.1394431689180153,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.8114997158649406,-0.5644108028285676,-0.44211244662877475,1.2833002871922512,-0.48827974918585576,-1.2055743131519367,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.7821650679421661,-0.5644108028285676,-0.4454257965460744,1.3190223242209453,-0.4861324624065516,-1.2717054577826454,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.7234957800969728,-0.5808703585546084,-0.4520524963806736,1.3325023386136983,-0.48183790173166313,-1.2055743131519367,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.7234957800969728,-0.572640580691589,-0.45573399592063385,1.3850743921168323,-0.47754332817306955,-1.1394431689180153,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.7234957800969728,-0.5218902838696252,-0.4630969961050053,1.54683455674186,-0.47324876749818107,-1.0733120242873064,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.7234957800969728,-0.34403564096653444,-0.46714664637207637,1.8696808839579764,-0.4689542068232926,-1.0071808796565977,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.7234957800969728,-0.22424665115703016,-0.4818726456363692,2.1001891185486405,-0.46465963326469895,-0.9410497354226762,0.11127838910662856,-1.0099377809476877
-0.5026705160903567,1.7821650679421661,-0.18766986156913432,-0.5006482951677323,2.368441392225812,-0.46036507258981046,-0.8749185907919674,0.11127838910662856,-1.0099377809476877
